1.1.1.1,"Alcoholdehydrogenase"
3.1.3.13,"Bisphosphoglyceratephosphatase"
3.1.3.15,"Histidinol-phosphatase"
3.1.3.16,"Phosphoproteinphosphatase"
3.1.3.18,"Phosphoglycolatephosphatase"
3.1.3.2,"Acidphosphatase"
3.1.3.23,"Sugar-phosphatase"
3.1.3.24,"Sucrose-phosphatephosphatase"
3.1.3.25,"Inositol-phosphatephosphatase"
3.1.3.26,"4-phytase"
3.1.3.27,"Phosphatidylglycerophosphatase"
3.1.3.29,"N-acylneuraminate-9-phosphatase"
3.1.3.3,"Phosphoserinephosphatase"
3.1.3.32,"Polynucleotide3{prime}-phosphatase"
3.1.3.33,"Polynucleotide5{prime}-phosphatase"
3.1.3.36,"Phosphoinositide5-phosphatase"
3.1.3.37,"Sedoheptulose-bisphosphatase"
3.1.3.39,"Streptomycin-6-phosphatase"
3.1.3.4,"Phosphatidatephosphatase"
3.1.3.41,"4-nitrophenylphosphatase"
3.1.3.43,"[Pyruvatedehydrogenase(acetyl-transferring)]-phosphatase"
3.1.3.45,"3-deoxy-manno-octulosonate-8-phosphatase"
3.1.3.46,"Fructose-2,6-bisphosphate2-phosphatase"
3.1.3.48,"Protein-tyrosine-phosphatase"
3.1.3.5,"5{prime}-nucleotidase"
3.1.3.56,"Inositol-polyphosphate5-phosphatase"
3.1.3.57,"Inositol-1,4-bisphosphate1-phosphatase"
3.1.3.6,"3{prime}-nucleotidase"
3.1.3.62,"Multipleinositol-polyphosphatephosphatase"
3.1.3.66,"Phosphatidylinositol-3,4-bisphosphate4-phosphatase"
3.1.3.67,"Phosphatidylinositol-3,4,5-trisphosphate3-phosphatase"
3.1.3.68,"2-deoxyglucose-6-phosphatase"
3.1.3.69,"Glucosylglycerol3-phosphatase"
3.1.3.7,"3{prime}(2{prime}),5{prime}-bisphosphatenucleotidase"
3.1.3.70,"Mannosyl-3-phosphoglyceratephosphatase"
3.1.3.71,"2-phosphosulfolactatephosphatase"
3.1.3.73,"Alpha-ribazolephosphatase"
3.1.3.74,"Pyridoxalphosphatase"
3.1.3.75,"Phosphoethanolamine/phosphocholinephosphatase"
3.1.3.77,"Acireductonesynthase"
3.1.3.78,"Phosphatidylinositol-4,5-bisphosphate4-phosphatase"
3.1.3.8,"3-phytase"
3.1.3.9,"Glucose-6-phosphatase"
3.1.30.1,"AspergillusnucleaseS(1)"
3.1.30.2,"Serratiamarcescensnuclease"
3.1.31.1,"Micrococcalnuclease"
3.1.4.1,"PhosphodiesteraseI"
3.1.4.11,"PhosphoinositidephospholipaseC"
3.1.4.12,"Sphingomyelinphosphodiesterase"
3.1.4.14,"[Acyl-carrier-protein]phosphodiesterase"
3.1.4.16,"2{prime},3{prime}-cyclic-nucleotide2{prime}-phosphodiesterase"
3.1.4.17,"3{prime},5{prime}-cyclic-nucleotidephosphodiesterase"
3.1.4.3,"PhospholipaseC"
3.1.4.35,"3{prime},5{prime}-cyclic-GMPphosphodiesterase"
3.1.4.37,"2{prime},3{prime}-cyclic-nucleotide3{prime}-phosphodiesterase"
3.1.4.39,"Alkylglycerophosphoethanolaminephosphodiesterase"
3.1.4.4,"PhospholipaseD"
3.1.4.41,"SphingomyelinphosphodiesteraseD"
3.1.4.44,"Glycerophosphoinositolglycerophosphodiesterase"
3.1.4.45,"N-acetylglucosamine-1-phosphodiesteralpha-N-acetylglucosaminidase"
3.1.4.46,"Glycerophosphodiesterphosphodiesterase"
3.1.4.50,"GlycosylphosphatidylinositolphospholipaseD"
3.1.4.53,"3{prime},5{prime}-cyclic-AMPphosphodiesterase"
3.1.5.1,"dGTPase"
3.1.6.1,"Arylsulfatase"
3.1.6.12,"N-acetylgalactosamine-4-sulfatase"
3.1.6.13,"Iduronate-2-sulfatase"
3.1.6.14,"N-acetylglucosamine-6-sulfatase"
3.1.6.2,"Steryl-sulfatase"
3.1.6.4,"N-acetylgalactosamine-6-sulfatase"
3.1.6.6,"Choline-sulfatase"
3.1.6.8,"Cerebroside-sulfatase"
3.1.7.2,"Guanosine-3{prime},5{prime}-bis(diphosphate)3{prime}-diphosphatase"
3.1.8.1,"Aryldialkylphosphatase"
3.1.8.2,"Diisopropyl-fluorophosphatase"
3.10.1.1,"N-sulfoglucosaminesulfohydrolase"
3.11.1.1,"Phosphonoacetaldehydehydrolase"
3.13.1.1,"UDP-sulfoquinovosesynthase"
3.13.1.3,"2{prime}-hydroxybiphenyl-2-sulfinatedesulfinase"
3.2.1.1,"Alpha-amylase"
3.2.1.10,"Oligo-1,6-glucosidase"
3.2.1.101,"Mannanendo-1,6-alpha-mannosidase"
3.2.1.106,"Mannosyl-oligosaccharideglucosidase"
3.2.1.108,"Lactase"
3.2.1.11,"Dextranase"
3.2.1.113,"Mannosyl-oligosaccharide1,2-alpha-mannosidase"
3.2.1.114,"Mannosyl-oligosaccharide1,3-1,6-alpha-mannosidase"
3.2.1.117,"Amygdalinbeta-glucosidase"
3.2.1.118,"Prunasinbeta-glucosidase"
3.2.1.122,"Maltose-6{prime}-phosphateglucosidase"
3.2.1.129,"Endo-alpha-sialidase"
3.2.1.130,"Glycoproteinendo-alpha-1,2-mannosidase"
3.2.1.132,"Chitosanase"
3.2.1.133,"Glucan1,4-alpha-maltohydrolase"
3.2.1.135,"Neopullulanase"
3.2.1.136,"Glucuronoarabinoxylanendo-1,4-beta-xylanase"
3.2.1.139,"Alpha-glucuronidase"
3.2.1.14,"Chitinase"
3.2.1.141,"4-alpha-D-((1->4)-alpha-D-glucano)trehalosetrehalohydrolase"
3.2.1.143,"Poly(ADP-ribose)glycohydrolase"
3.2.1.147,"Thioglucosidase"
3.2.1.15,"Polygalacturonase"
3.2.1.152,"Mannosylglycoproteinendo-beta-mannosidase"
3.2.1.17,"Lysozyme"
3.2.1.18,"Exo-alpha-sialidase"
3.2.1.2,"Beta-amylase"
3.2.1.20,"Alpha-glucosidase"
3.2.1.21,"Beta-glucosidase"
3.2.1.22,"Alpha-galactosidase"
3.2.1.23,"Beta-galactosidase"
3.2.1.24,"Alpha-mannosidase"
3.2.1.25,"Beta-mannosidase"
3.2.1.26,"Beta-fructofuranosidase"
3.2.1.28,"Alpha,alpha-trehalase"
3.2.1.3,"Glucan1,4-alpha-glucosidase"
3.2.1.31,"Beta-glucuronidase"
3.2.1.33,"Amylo-alpha-1,6-glucosidase"
3.2.1.35,"Hyaluronoglucosaminidase"
3.2.1.37,"Xylan1,4-beta-xylosidase"
3.2.1.39,"Glucanendo-1,3-beta-D-glucosidase"
3.2.1.4,"Cellulase"
3.2.1.41,"Pullulanase"
3.2.1.45,"Glucosylceramidase"
3.2.1.46,"Galactosylceramidase"
3.2.1.48,"Sucrosealpha-glucosidase"
3.2.1.49,"Alpha-N-acetylgalactosaminidase"
3.2.1.50,"Alpha-N-acetylglucosaminidase"
3.2.1.51,"Alpha-L-fucosidase"
3.2.1.52,"Beta-N-acetylhexosaminidase"
3.2.1.54,"Cyclomaltodextrinase"
3.2.1.55,"Alpha-N-arabinofuranosidase"
3.2.1.57,"Isopullulanase"
3.2.1.58,"Glucan1,3-beta-glucosidase"
3.2.1.59,"Glucanendo-1,3-alpha-glucosidase"
3.2.1.6,"Endo-1,3(4)-beta-glucanase"
3.2.1.60,"Glucan1,4-alpha-maltotetraohydrolase"
3.2.1.62,"Glycosylceramidase"
3.2.1.64,"2,6-beta-fructan6-levanbiohydrolase"
3.2.1.65,"Levanase"
3.2.1.67,"Galacturan1,4-alpha-galacturonidase"
3.2.1.68,"Isoamylase"
3.2.1.7,"Inulinase"
3.2.1.70,"Glucan1,6-alpha-glucosidase"
3.2.1.73,"Licheninase"
3.2.1.75,"Glucanendo-1,6-beta-glucosidase"
3.2.1.76,"L-iduronidase"
3.2.1.78,"Mannanendo-1,4-beta-mannosidase"
3.2.1.8,"Endo-1,4-beta-xylanase"
3.2.1.80,"Fructanbeta-fructosidase"
3.2.1.81,"Beta-agarase"
3.2.1.82,"Exo-poly-alpha-galacturonosidase"
3.2.1.83,"Kappa-carrageenase"
3.2.1.84,"Glucan1,3-alpha-glucosidase"
3.2.1.85,"6-phospho-beta-galactosidase"
3.2.1.86,"6-phospho-beta-glucosidase"
3.2.1.89,"Arabinogalactanendo-1,4-beta-galactosidase"
3.2.1.91,"Cellulose1,4-beta-cellobiosidase"
3.2.1.93,"Alpha,alpha-phosphotrehalase"
3.2.1.94,"Glucan1,6-alpha-isomaltosidase"
3.2.1.96,"Mannosyl-glycoproteinendo-beta-N-acetylglucosaminidase"
3.2.1.98,"Glucan1,4-alpha-maltohexaosidase"
3.2.1.99,"Arabinanendo-1,5-alpha-L-arabinosidase"
3.2.2.19,"[ProteinADP-ribosylarginine]hydrolase"
3.2.2.20,"DNA-3-methyladenineglycosylaseI"
3.2.2.21,"DNA-3-methyladenineglycosylaseII"
3.2.2.22,"rRNAN-glycosylase"
3.2.2.23,"DNA-formamidopyrimidineglycosylase"
3.2.2.24,"ADP-ribosyl-[dinitrogenreductase]hydrolase"
3.2.2.3,"Uridinenucleosidase"
3.2.2.4,"AMPnucleosidase"
3.2.2.5,"NAD(+)nucleosidase"
3.2.2.8,"Ribosylpyrimidinenucleosidase"
3.2.2.9,"Adenosylhomocysteinenucleosidase"
3.3.1.1,"Adenosylhomocysteinase"
3.3.1.2,"Adenosylmethioninehydrolase"
3.3.2.1,"Isochorismatase"
3.3.2.10,"Solubleepoxidehydrolase"
3.3.2.6,"Leukotriene-A(4)hydrolase"
3.3.2.8,"Limonene-1,2-epoxidehydrolase"
3.3.2.9,"Microsomalepoxidehydrolase"
3.4.11.1,"Leucylaminopeptidase"
3.4.11.10,"Bacterialleucylaminopeptidase"
3.4.11.15,"AminopeptidaseY"
3.4.11.18,"Methionylaminopeptidase"
3.4.11.19,"D-stereospecificaminopeptidase"
3.4.11.2,"Membranealanylaminopeptidase"
3.4.11.21,"Aspartylaminopeptidase"
3.4.11.22,"AminopeptidaseI"
3.4.11.23,"PepBaminopeptidase"
3.4.11.24,"AminopeptidaseS"
3.4.11.3,"Cystinylaminopeptidase"
3.4.11.4,"Tripeptideaminopeptidase"
3.4.11.5,"Prolylaminopeptidase"
3.4.11.6,"AminopeptidaseB"
3.4.11.7,"Glutamylaminopeptidase"
3.4.11.9,"Xaa-Proaminopeptidase"
3.4.13.19,"Membranedipeptidase"
3.4.13.20,"Beta-Ala-Hisdipeptidase"
3.4.13.21,"DipeptidaseE"
3.4.13.22,"D-Ala-D-Aladipeptidase"
3.4.13.3,"Xaa-Hisdipeptidase"
3.4.13.9,"Xaa-Prodipeptidase"
3.4.14.1,"Dipeptidyl-peptidaseI"
3.4.14.10,"Tripeptidyl-peptidaseII"
3.4.14.11,"Xaa-Prodipeptidyl-peptidase"
3.4.14.2,"Dipeptidyl-peptidaseII"
3.4.14.4,"Dipeptidyl-peptidaseIII"
3.4.14.5,"Dipeptidyl-peptidaseIV"
3.4.14.9,"Tripeptidyl-peptidaseI"
3.4.15.1,"Peptidyl-dipeptidaseA"
3.4.15.5,"Peptidyl-dipeptidaseDcp"
3.4.15.6,"Cyanophycinase"
3.4.16.2,"LysosomalPro-Xaacarboxypeptidase"
3.4.16.4,"Serine-typeD-Ala-D-Alacarboxypeptidase"
3.4.16.5,"CarboxypeptidaseC"
3.4.16.6,"CarboxypeptidaseD"
3.4.17.1,"CarboxypeptidaseA"
3.4.17.10,"CarboxypeptidaseE"
3.4.17.11,"Glutamatecarboxypeptidase"
3.4.17.12,"CarboxypeptidaseM"
3.4.17.13,"Muramoyltetrapeptidecarboxypeptidase"
3.4.17.14,"ZincD-Ala-D-Alacarboxypeptidase"
3.4.17.15,"CarboxypeptidaseA2"
3.4.17.18,"CarboxypeptidaseT"
3.4.17.19,"CarboxypeptidaseTaq"
3.4.17.2,"CarboxypeptidaseB"
3.4.17.20,"CarboxypeptidaseU"
3.4.17.21,"GlutamatecarboxypeptidaseII"
3.4.17.22,"MetallocarboxypeptidaseD"
3.4.17.3,"Lysinecarboxypeptidase"
3.4.17.4,"Gly-Xaacarboxypeptidase"
3.4.17.6,"Alaninecarboxypeptidase"
3.4.18.1,"CathepsinX"
3.4.19.1,"Acylaminoacyl-peptidase"
3.4.19.11,"Gamma-D-glutamyl-meso-diaminopimelatepeptidase"
3.4.19.12,"Ubiquitinylhydrolase1"
3.4.19.3,"Pyroglutamyl-peptidaseI"
3.4.19.5,"Beta-aspartyl-peptidase"
3.4.19.6,"Pyroglutamyl-peptidaseII"
3.4.19.9,"Gamma-glutamylhydrolase"
3.4.21.1,"Chymotrypsin"
3.4.21.10,"Acrosin"
3.4.21.100,"Sedolisin"
3.4.21.101,"Xanthomonalisin"
3.4.21.102,"C-terminalprocessingpeptidase"
3.4.21.103,"Physarolisin"
3.4.21.104,"Mannan-bindinglectin-associatedserineprotease-2"
3.4.21.105,"Rhomboidprotease"
3.4.21.106,"Hepsin"
3.4.21.108,"HtrA2peptidase"
3.4.21.109,"Matriptase"
3.4.21.110,"C5apeptidase"
3.4.21.111,"Aqualysin1"
3.4.21.112,"Site-1protease"
3.4.21.113,"PestivirusNS3polyproteinpeptidase"
3.4.21.116,"SpoIVBpeptidase"
3.4.21.117,"Stratumcorneumchymotrypticenzyme"
3.4.21.118,"Kallikrein8"
3.4.21.119,"Kallikrein13"
3.4.21.12,"Alpha-lyticendopeptidase"
3.4.21.120,"Oviductin"
3.4.21.19,"Glutamylendopeptidase"
3.4.21.2,"ChymotrypsinC"
3.4.21.20,"CathepsinG"
3.4.21.21,"CoagulationfactorVIIa"
3.4.21.22,"CoagulationfactorIXa"
3.4.21.25,"Cucumisin"
3.4.21.26,"Prolyloligopeptidase"
3.4.21.27,"CoagulationfactorXIa"
3.4.21.32,"Brachyurin"
3.4.21.34,"Plasmakallikrein"
3.4.21.35,"Tissuekallikrein"
3.4.21.36,"Pancreaticelastase"
3.4.21.37,"Leukocyteelastase"
3.4.21.38,"CoagulationfactorXIIa"
3.4.21.39,"Chymase"
3.4.21.4,"Trypsin"
3.4.21.41,"ComplementsubcomponentC1r"
3.4.21.42,"ComplementsubcomponentC1s"
3.4.21.43,"Classical-complement-pathwayC3/C5convertase"
3.4.21.45,"ComplementfactorI"
3.4.21.46,"ComplementfactorD"
3.4.21.47,"Alternative-complement-pathwayC3/C5convertase"
3.4.21.48,"Cerevisin"
3.4.21.5,"Thrombin"
3.4.21.50,"Lysylendopeptidase"
3.4.21.53,"EndopeptidaseLa"
3.4.21.54,"Gamma-renin"
3.4.21.55,"VenombinAB"
3.4.21.59,"Tryptase"
3.4.21.6,"CoagulationfactorXa"
3.4.21.61,"Kexin"
3.4.21.62,"Subtilisin"
3.4.21.63,"Oryzin"
3.4.21.64,"PeptidaseK"
3.4.21.65,"Thermomycolin"
3.4.21.66,"Thermitase"
3.4.21.68,"T-plasminogenactivator"
3.4.21.69,"ProteinC(activated)"
3.4.21.7,"Plasmin"
3.4.21.70,"PancreaticendopeptidaseE"
3.4.21.71,"PancreaticelastaseII"
3.4.21.72,"IgA-specificserineendopeptidase"
3.4.21.73,"U-plasminogenactivator"
3.4.21.74,"VenombinA"
3.4.21.75,"Furin"
3.4.21.76,"Myeloblastin"
3.4.21.77,"Semenogelase"
3.4.21.78,"GranzymeA"
3.4.21.79,"GranzymeB"
3.4.21.80,"StreptogrisinA"
3.4.21.81,"StreptogrisinB"
3.4.21.82,"GlutamylendopeptidaseII"
3.4.21.83,"OligopeptidaseB"
3.4.21.84,"LimulusclottingfactorC"
3.4.21.86,"Limulusclottingenzyme"
3.4.21.88,"RepressorlexA"
3.4.21.89,"SignalpeptidaseI"
3.4.21.9,"Enteropeptidase"
3.4.21.91,"Flavivirin"
3.4.21.92,"EndopeptidaseClp"
3.4.21.93,"Proproteinconvertase1"
3.4.21.94,"Proproteinconvertase2"
3.4.21.95,"SnakevenomfactorVactivator"
3.4.21.96,"Lactocepin"
3.4.21.97,"Assemblin"
3.4.21.98,"Hepacivirin"
3.4.22.1,"CathepsinB"
3.4.22.10,"Streptopain"
3.4.22.14,"Actinidain"
3.4.22.15,"CathepsinL"
3.4.22.16,"CathepsinH"
3.4.22.2,"Papain"
3.4.22.25,"Glycylendopeptidase"
3.4.22.27,"CathepsinS"
3.4.22.28,"Picornain3C"
3.4.22.29,"Picornain2A"
3.4.22.30,"Caricain"
3.4.22.31,"Ananain"
3.4.22.32,"Stembromelain"
3.4.22.33,"Fruitbromelain"
3.4.22.34,"Legumain"
3.4.22.36,"Caspase-1"
3.4.22.37,"GingipainR"
3.4.22.38,"CathepsinK"
3.4.22.39,"Adenain"
3.4.22.40,"Bleomycinhydrolase"
3.4.22.41,"CathepsinF"
3.4.22.42,"CathepsinO"
3.4.22.43,"CathepsinV"
3.4.22.44,"Nuclear-inclusion-aendopeptidase"
3.4.22.45,"Helper-componentproteinase"
3.4.22.46,"L-peptidase"
3.4.22.48,"Staphopain"
3.4.22.49,"Separase"
3.4.22.50,"V-cathendopeptidase"
3.4.22.51,"Cruzipain"
3.4.22.52,"Calpain-1"
3.4.22.53,"Calpain-2"
3.4.22.54,"Calpain-3"
3.4.22.55,"Caspase-2"
3.4.22.56,"Caspase-3"
3.4.22.57,"Caspase-4"
3.4.22.58,"Caspase-5"
3.4.22.59,"Caspase-6"
3.4.22.6,"Chymopapain"
3.4.22.60,"Caspase-7"
3.4.22.61,"Caspase-8"
3.4.22.62,"Caspase-9"
3.4.22.63,"Caspase-10"
3.4.22.64,"Caspase-11"
3.4.22.65,"Peptidase1(mite)"
3.4.22.66,"Calicivirin"
3.4.22.67,"Zingipain"
3.4.22.68,"Ulp1peptidase"
3.4.22.8,"Clostripain"
3.4.23.1,"PepsinA"
3.4.23.12,"Nepenthesin"
3.4.23.15,"Renin"
3.4.23.16,"HIV-1retropepsin"
3.4.23.18,"AspergillopepsinI"
3.4.23.19,"AspergillopepsinII"
3.4.23.2,"PepsinB"
3.4.23.20,"Penicillopepsin"
3.4.23.21,"Rhizopuspepsin"
3.4.23.22,"Endothiapepsin"
3.4.23.23,"Mucorpepsin"
3.4.23.24,"Candidapepsin"
3.4.23.25,"Saccharopepsin"
3.4.23.29,"Polyporopepsin"
3.4.23.3,"Gastricsin"
3.4.23.32,"ScytalidopepsinB"
3.4.23.34,"CathepsinE"
3.4.23.35,"Barrierpepsin"
3.4.23.36,"SignalpeptidaseII"
3.4.23.38,"PlasmepsinI"
3.4.23.39,"PlasmepsinII"
3.4.23.4,"Chymosin"
3.4.23.40,"Phytepsin"
3.4.23.41,"Yapsin1"
3.4.23.42,"Thermopsin"
3.4.23.43,"Prepilinpeptidase"
3.4.23.44,"Nodavirusendopeptidase"
3.4.23.45,"Memapsin1"
3.4.23.46,"Memapsin2"
3.4.23.47,"HIV-2retropepsin"
3.4.23.48,"PlasminogenactivatorPla"
3.4.23.49,"Omptin"
3.4.23.5,"CathepsinD"
3.4.24.1,"AtrolysinA"
3.4.24.11,"Neprilysin"
3.4.24.12,"Envelysin"
3.4.24.13,"IgA-specificmetalloendopeptidase"
3.4.24.14,"ProcollagenN-endopeptidase"
3.4.24.15,"Thimetoligopeptidase"
3.4.24.16,"Neurolysin"
3.4.24.17,"Stromelysin1"
3.4.24.18,"MeprinA"
3.4.24.19,"ProcollagenC-endopeptidase"
3.4.24.20,"Peptidyl-Lysmetalloendopeptidase"
3.4.24.21,"Astacin"
3.4.24.22,"Stromelysin2"
3.4.24.23,"Matrilysin"
3.4.24.24,"GelatinaseA"
3.4.24.25,"Vibriolysin"
3.4.24.26,"Pseudolysin"
3.4.24.27,"Thermolysin"
3.4.24.28,"Bacillolysin"
3.4.24.29,"Aureolysin"
3.4.24.3,"Microbialcollagenase"
3.4.24.31,"Mycolysin"
3.4.24.32,"Beta-lyticmetalloendopeptidase"
3.4.24.34,"Neutrophilcollagenase"
3.4.24.35,"GelatinaseB"
3.4.24.36,"Leishmanolysin"
3.4.24.37,"Saccharolysin"
3.4.24.38,"Gametolysin"
3.4.24.39,"Deuterolysin"
3.4.24.40,"Serralysin"
3.4.24.41,"AtrolysinB"
3.4.24.42,"AtrolysinC"
3.4.24.43,"Atroxase"
3.4.24.44,"AtrolysinE"
3.4.24.46,"Adamalysin"
3.4.24.48,"Ruberlysin"
3.4.24.49,"Bothropasin"
3.4.24.50,"Bothrolysin"
3.4.24.52,"TrimerelysinI"
3.4.24.53,"TrimerelysinII"
3.4.24.55,"Pitrilysin"
3.4.24.56,"Insulysin"
3.4.24.57,"O-sialoglycoproteinendopeptidase"
3.4.24.58,"Russellysin"
3.4.24.59,"Mitochondrialintermediatepeptidase"
3.4.24.61,"Nardilysin"
3.4.24.64,"Mitochondrialprocessingpeptidase"
3.4.24.65,"Macrophageelastase"
3.4.24.66,"ChoriolysinL"
3.4.24.67,"ChoriolysinH"
3.4.24.68,"Tentoxilysin"
3.4.24.69,"Bontoxilysin"
3.4.24.7,"Interstitialcollagenase"
3.4.24.70,"OligopeptidaseA"
3.4.24.71,"Endothelin-convertingenzyme1"
3.4.24.72,"Fibrolase"
3.4.24.73,"Jararhagin"
3.4.24.74,"Fragilysin"
3.4.24.75,"Lysostaphin"
3.4.24.76,"Flavastacin"
3.4.24.77,"Snapalysin"
3.4.24.78,"GPRendopeptidase"
3.4.24.79,"Pappalysin-1"
3.4.24.80,"Membrane-typematrixmetalloproteinase-1"
3.4.24.81,"ADAM10endopeptidase"
3.4.24.82,"ADAMTS-4endopeptidase"
3.4.24.83,"Anthraxlethalfactorendopeptidase"
3.4.24.84,"Ste24endopeptidase"
3.4.24.85,"S2Pendopeptidase"
3.4.24.86,"ADAM17endopeptidase"
3.4.25.1,"Proteasomeendopeptidasecomplex"
3.5.1.1,"Asparaginase"
3.5.1.10,"Formyltetrahydrofolatedeformylase"
3.5.1.11,"Penicillinamidase"
3.5.1.12,"Biotinidase"
3.5.1.13,"Aryl-acylamidase"
3.5.1.14,"Aminoacylase"
3.5.1.15,"Aspartoacylase"
3.5.1.16,"Acetylornithinedeacetylase"
3.5.1.18,"Succinyl-diaminopimelatedesuccinylase"
3.5.1.19,"Nicotinamidase"
3.5.1.2,"Glutaminase"
3.5.1.23,"Ceramidase"
3.5.1.24,"Choloylglycinehydrolase"
3.5.1.25,"N-acetylglucosamine-6-phosphatedeacetylase"
3.5.1.26,"N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase"
3.5.1.28,"N-acetylmuramoyl-L-alanineamidase"
3.5.1.32,"Hippuratehydrolase"
3.5.1.38,"Glutamin-(asparagin-)ase"
3.5.1.4,"Amidase"
3.5.1.41,"Chitindeacetylase"
3.5.1.44,"Protein-glutamineglutaminase"
3.5.1.46,"6-aminohexanoate-dimerhydrolase"
3.5.1.47,"N-acetyldiaminopimelatedeacetylase"
3.5.1.49,"Formamidase"
3.5.1.5,"Urease"
3.5.1.52,"Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagineamidase"
3.5.1.53,"N-carbamoylputrescineamidase"
3.5.1.54,"Allophanatehydrolase"
3.5.1.59,"N-carbamoylsarcosineamidase"
3.5.1.6,"Beta-ureidopropionase"
3.5.1.76,"Arylalkylacylamidase"
3.5.1.77,"N-carbamoyl-D-amino-acidhydrolase"
3.5.1.78,"Glutathionylspermidineamidase"
3.5.1.79,"Phthalylamidase"
3.5.1.81,"N-acyl-D-amino-aciddeacylase"
3.5.1.82,"N-acyl-D-glutamatedeacylase"
3.5.1.83,"N-acyl-D-aspartatedeacylase"
3.5.1.87,"N-carbamoyl-L-amino-acidhydrolase"
3.5.1.88,"Peptidedeformylase"
3.5.1.89,"N-acetylglucosaminylphosphatidylinositoldeacetylase"
3.5.1.9,"Arylformamidase"
3.5.1.90,"Adenosylcobinamidehydrolase"
3.5.1.92,"Pantetheinehydrolase"
3.5.1.93,"Glutaryl-7-aminocephalosporanic-acidacylase"
3.5.1.94,"Gamma-glutamyl-gamma-aminobutyratehydrolase"
3.5.1.96,"Succinylglutamatedesuccinylase"
3.5.1.97,"Acyl-homoserine-lactoneacylase"
3.5.1.98,"Histonedeacetylase"
3.5.2.1,"Barbiturase"
3.5.2.12,"6-aminohexanoate-cyclic-dimerhydrolase"
3.5.2.15,"Cyanuricacidamidohydrolase"
3.5.2.17,"Hydroxyisouratehydrolase"
3.5.2.2,"Dihydropyrimidinase"
3.5.2.3,"Dihydroorotase"
3.5.2.5,"Allantoinase"
3.5.2.6,"Beta-lactamase"
3.5.2.7,"Imidazolonepropionase"
3.5.2.9,"5-oxoprolinase(ATP-hydrolyzing)"
3.5.3.1,"Arginase"
3.5.3.10,"D-arginase"
3.5.3.11,"Agmatinase"
3.5.3.12,"Agmatinedeiminase"
3.5.3.15,"Protein-argininedeiminase"
3.5.3.18,"Dimethylargininase"
3.5.3.19,"Ureidoglycolatehydrolase"
3.5.3.22,"Proclavaminateamidinohydrolase"
3.5.3.23,"N-succinylargininedihydrolase"
3.5.3.3,"Creatinase"
3.5.3.4,"Allantoicase"
3.5.3.6,"Argininedeiminase"
3.5.3.7,"Guanidinobutyrase"
3.5.3.8,"Formimidoylglutamase"
3.5.3.9,"Allantoatedeiminase"
3.5.4.1,"Cytosinedeaminase"
3.5.4.10,"IMPcyclohydrolase"
3.5.4.12,"dCMPdeaminase"
3.5.4.13,"dCTPdeaminase"
3.5.4.16,"GTPcyclohydrolaseI"
3.5.4.19,"Phosphoribosyl-AMPcyclohydrolase"
3.5.4.2,"Adeninedeaminase"
3.5.4.23,"Blasticidin-Sdeaminase"
3.5.4.25,"GTPcyclohydrolaseII"
3.5.4.26,"Diaminohydroxyphosphoribosylaminopyrimidinedeaminase"
3.5.4.27,"Methenyltetrahydromethanopterincyclohydrolase"
3.5.4.28,"S-adenosylhomocysteinedeaminase"
3.5.4.29,"GTPcyclohydrolaseIIa"
3.5.4.3,"Guaninedeaminase"
3.5.4.30,"dCTPdeaminase(dUMP-forming)"
3.5.4.4,"Adenosinedeaminase"
3.5.4.5,"Cytidinedeaminase"
3.5.4.6,"AMPdeaminase"
3.5.4.9,"Methenyltetrahydrofolatecyclohydrolase"
3.5.5.1,"Nitrilase"
3.5.5.4,"Cyanoalaninenitrilase"
3.5.5.7,"Aliphaticnitrilase"
3.5.5.8,"Thiocyanatehydrolase"
3.5.99.2,"Thiaminase"
3.5.99.3,"Hydroxydechloroatrazineethylaminohydrolase"
3.5.99.4,"N-isopropylammelideisopropylaminohydrolase"
3.5.99.5,"2-aminomuconatedeaminase"
3.5.99.6,"Glucosamine-6-phosphatedeaminase"
3.5.99.7,"1-aminocyclopropane-1-carboxylatedeaminase"
3.6.1.1,"Inorganicdiphosphatase"
3.6.1.10,"Endopolyphosphatase"
3.6.1.11,"Exopolyphosphatase"
3.6.1.12,"dCTPdiphosphatase"
3.6.1.13,"ADP-ribosediphosphatase"
3.6.1.15,"Nucleoside-triphosphatase"
3.6.1.16,"CDP-glyceroldiphosphatase"
